Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
16:14:00,61.5 °F,48.3 °F,62 %,NW,2.8 mph,13.3 mph,29.75 in,0.00 in,0.00 in,1.0,228.6 w/m²
16:19:00,61.1 °F,47.5 °F,61 %,NW,4.1 mph,15.7 mph,29.75 in,0.00 in,0.00 in,3.0,384 w/m²
16:24:00,62.2 °F,47.9 °F,59 %,NW,3.6 mph,15.3 mph,29.75 in,0.00 in,0.00 in,2.0,354.4 w/m²
16:29:00,63.3 °F,48.8 °F,59 %,NW,3.7 mph,13.4 mph,29.75 in,0.00 in,0.00 in,2.0,273.9 w/m²
16:34:00,62.3 °F,48.8 °F,61 %,NNW,2.7 mph,11.9 mph,29.74 in,0.00 in,0.00 in,0.0,96.3 w/m²
16:39:00,61.5 °F,48.9 °F,63 %,SE,3.1 mph,9.4 mph,29.74 in,0.00 in,0.00 in,0.0,103.5 w/m²
16:44:00,61.1 °F,48.6 °F,63 %,NNW,3.1 mph,13.1 mph,29.74 in,0.00 in,0.00 in,0.0,72.9 w/m²
16:49:00,61.0 °F,48.5 °F,63 %,NW,3.0 mph,11.1 mph,29.74 in,0.00 in,0.00 in,0.0,72.8 w/m²
16:54:00,60.7 °F,48.0 °F,63 %,NNW,2.5 mph,11.4 mph,29.74 in,0.00 in,0.00 in,0.0,71.7 w/m²
16:59:00,60.5 °F,47.9 °F,63 %,NNW,2.2 mph,9.7 mph,29.74 in,0.00 in,0.00 in,0.0,77.2 w/m²
17:04:00,60.5 °F,47.6 °F,63 %,NNW,1.3 mph,7.7 mph,29.74 in,0.00 in,0.00 in,0.0,91.8 w/m²
17:09:00,60.6 °F,47.5 °F,62 %,NW,2.2 mph,8.6 mph,29.73 in,0.00 in,0.00 in,0.0,89.2 w/m²
17:14:00,60.4 °F,47.7 °F,63 %,NNW,0.6 mph,3.9 mph,29.74 in,0.00 in,0.00 in,0.0,63.9 w/m²
17:19:00,60.4 °F,47.9 °F,63 %,NNW,2.0 mph,6.5 mph,29.73 in,0.00 in,0.00 in,0.0,57.2 w/m²
17:24:00,60.0 °F,47.8 °F,64 %,North,3.2 mph,13.1 mph,29.73 in,0.00 in,0.00 in,0.0,61.4 w/m²
17:29:00,60.1 °F,47.8 °F,64 %,NNW,2.2 mph,6.7 mph,29.73 in,0.00 in,0.00 in,0.0,62.3 w/m²
17:34:00,60.0 °F,47.8 °F,64 %,NE,1.4 mph,7.3 mph,29.73 in,0.00 in,0.00 in,0.0,66 w/m²
17:39:00,60.1 °F,47.8 °F,64 %,NNW,1.9 mph,6.5 mph,29.73 in,0.00 in,0.00 in,0.0,61.1 w/m²
17:44:00,60.0 °F,47.5 °F,63 %,NW,2.5 mph,7.2 mph,29.73 in,0.00 in,0.00 in,0.0,45.6 w/m²
17:49:00,59.9 °F,47.1 °F,63 %,NNW,2.8 mph,15.1 mph,29.73 in,0.00 in,0.00 in,0.0,53.5 w/m²
17:54:00,59.9 °F,47.2 °F,63 %,NW,2.8 mph,8.3 mph,29.73 in,0.00 in,0.00 in,0.0,53.7 w/m²
17:59:00,59.8 °F,46.9 °F,62 %,NNW,2.5 mph,8.2 mph,29.73 in,0.00 in,0.00 in,0.0,50.8 w/m²
18:04:00,59.8 °F,46.9 °F,62 %,NW,1.6 mph,8.6 mph,29.73 in,0.00 in,0.00 in,0.0,47.3 w/m²
18:09:00,59.6 °F,46.8 °F,62 %,NNW,3.0 mph,12.2 mph,29.73 in,0.00 in,0.00 in,0.0,38.8 w/m²
18:14:00,59.4 °F,46.1 °F,61 %,NNW,4.6 mph,12.7 mph,29.73 in,0.00 in,0.00 in,0.0,27.8 w/m²
18:19:00,59.4 °F,46.4 °F,62 %,,2.4 mph,8.0 mph,29.73 in,0.00 in,0.00 in,0.0,27.5 w/m²
18:24:00,59.4 °F,46.6 °F,63 %,NNW,0.7 mph,4.8 mph,29.73 in,0.00 in,0.00 in,0.0,20.2 w/m²
18:29:00,59.2 °F,46.2 °F,62 %,NW,1.8 mph,6.9 mph,29.72 in,0.00 in,0.00 in,0.0,19.3 w/m²
18:34:00,59.2 °F,45.9 °F,61 %,NE,2.6 mph,8.2 mph,29.72 in,0.00 in,0.00 in,0.0,18.2 w/m²
18:39:00,59.0 °F,45.7 °F,62 %,NNW,1.2 mph,5.3 mph,29.72 in,0.00 in,0.00 in,0.0,16.9 w/m²
18:44:00,58.9 °F,45.4 °F,61 %,NNW,1.9 mph,9.7 mph,29.72 in,0.00 in,0.00 in,0.0,11.6 w/m²
18:49:00,58.8 °F,45.3 °F,61 %,WNW,3.5 mph,13.0 mph,29.72 in,0.00 in,0.00 in,0.0,10.1 w/m²
18:54:00,58.6 °F,45.3 °F,61 %,NW,2.1 mph,7.9 mph,29.73 in,0.00 in,0.00 in,0.0,6.8 w/m²
18:59:00,58.5 °F,45.5 °F,62 %,NW,2.8 mph,16.4 mph,29.73 in,0.00 in,0.00 in,0.0,5.3 w/m²
19:04:00,58.3 °F,45.7 °F,63 %,NW,1.7 mph,10.5 mph,29.73 in,0.00 in,0.00 in,0.0,4.7 w/m²
19:09:00,58.2 °F,46.1 °F,64 %,NNW,1.9 mph,7.8 mph,29.72 in,0.00 in,0.00 in,0.0,3.7 w/m²
19:14:00,58.0 °F,46.2 °F,65 %,NW,0.9 mph,7.3 mph,29.73 in,0.00 in,0.00 in,0.0,2.8 w/m²
19:19:00,57.8 °F,46.5 °F,66 %,NNW,1.6 mph,5.1 mph,29.72 in,0.00 in,0.00 in,0.0,2.3 w/m²
19:24:00,57.7 °F,46.6 °F,66 %,NNW,1.3 mph,5.4 mph,29.72 in,0.00 in,0.00 in,0.0,1.8 w/m²
19:29:00,57.5 °F,46.5 °F,67 %,NNW,1.7 mph,9.5 mph,29.72 in,0.00 in,0.00 in,0.0,1 w/m²
19:34:00,57.3 °F,46.4 °F,67 %,WSW,0.7 mph,5.6 mph,29.72 in,0.00 in,0.00 in,0.0,0.6 w/m²
19:39:00,57.2 °F,46.4 °F,67 %,NNW,2.5 mph,7.5 mph,29.72 in,0.00 in,0.00 in,0.0,0.2 w/m²
19:44:00,57.2 °F,46.7 °F,68 %,NNW,1.7 mph,6.3 mph,29.72 in,0.00 in,0.00 in,0.0,0.1 w/m²
19:49:00,57.0 °F,46.6 °F,68 %,North,1.3 mph,6.1 mph,29.72 in,0.00 in,0.00 in,0.0,0.1 w/m²
19:54:00,56.9 °F,47.0 °F,70 %,NW,0.9 mph,5.3 mph,29.71 in,0.00 in,0.00 in,0.0,0 w/m²
19:59:00,56.6 °F,47.7 °F,72 %,NNW,0.6 mph,4.6 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:04:00,56.1 °F,48.0 °F,74 %,NW,1.7 mph,4.8 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:09:00,55.8 °F,48.2 °F,75 %,NNW,1.2 mph,7.1 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:14:00,55.7 °F,48.3 °F,76 %,NNW,0.7 mph,4.2 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:19:00,55.5 °F,48.4 °F,77 %,NNW,0.7 mph,3.4 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:24:00,55.4 °F,48.5 °F,77 %,NNW,1.0 mph,4.4 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:29:00,55.2 °F,48.7 °F,78 %,NNE,1.9 mph,6.9 mph,29.71 in,0.00 in,0.00 in,0.0,0 w/m²
20:34:00,55.0 °F,48.9 °F,80 %,,2.4 mph,6.5 mph,29.72 in,0.00 in,0.00 in,0.0,0 w/m²
20:39:00,54.7 °F,49.3 °F,82 %,NNW,1.8 mph,6.5 mph,29.72 in,0.05 in,0.01 in,0.0,0 w/m²
20:44:00,54.3 °F,49.5 °F,84 %,NNW,1.7 mph,4.8 mph,29.72 in,0.05 in,0.01 in,0.0,0 w/m²
20:49:00,54.1 °F,49.5 °F,84 %,West,1.5 mph,6.1 mph,29.72 in,0.05 in,0.01 in,0.0,0 w/m²
20:54:00,54.0 °F,49.6 °F,85 %,NW,1.7 mph,5.0 mph,29.72 in,0.09 in,0.02 in,0.0,0 w/m²
20:59:00,53.8 °F,49.6 °F,86 %,NW,1.7 mph,6.7 mph,29.72 in,0.24 in,0.05 in,0.0,0 w/m²
21:04:00,53.6 °F,49.8 °F,87 %,,2.4 mph,9.3 mph,29.71 in,0.24 in,0.05 in,0.0,0 w/m²
21:09:00,53.4 °F,49.7 °F,88 %,NW,1.7 mph,5.9 mph,29.71 in,0.12 in,0.05 in,0.0,0 w/m²
21:14:00,53.4 °F,49.8 °F,88 %,NW,0.8 mph,4.2 mph,29.71 in,0.02 in,0.05 in,0.0,0 w/m²
21:19:00,53.2 °F,49.6 °F,88 %,NW,1.7 mph,6.3 mph,29.71 in,0.00 in,0.05 in,0.0,0 w/m²
21:24:00,53.2 °F,49.6 °F,88 %,WNW,1.7 mph,5.0 mph,29.71 in,0.05 in,0.06 in,0.0,0 w/m²
21:29:00,53.2 °F,49.8 °F,89 %,NW,1.3 mph,5.9 mph,29.71 in,0.05 in,0.06 in,0.0,0 w/m²
21:34:00,53.2 °F,49.9 °F,89 %,WNW,1.9 mph,5.5 mph,29.71 in,0.09 in,0.07 in,0.0,0 w/m²
21:39:00,53.1 °F,49.9 °F,89 %,NNW,1.2 mph,3.6 mph,29.71 in,0.14 in,0.08 in,0.0,0 w/m²
21:44:00,53.1 °F,50.1 °F,90 %,WNW,1.8 mph,7.5 mph,29.71 in,0.19 in,0.10 in,0.0,0 w/m²
21:49:00,52.9 °F,50.0 °F,90 %,WNW,1.0 mph,5.5 mph,29.71 in,0.19 in,0.10 in,0.0,0 w/m²
21:54:00,52.9 °F,50.1 °F,90 %,NW,1.1 mph,5.9 mph,29.71 in,0.09 in,0.11 in,0.0,0 w/m²
21:59:00,52.9 °F,50.4 °F,91 %,NW,1.1 mph,5.5 mph,29.70 in,0.05 in,0.11 in,0.0,0 w/m²
22:04:00,52.9 °F,50.4 °F,91 %,NW,0.5 mph,3.4 mph,29.70 in,0.05 in,0.11 in,0.0,0 w/m²
22:09:00,52.9 °F,50.4 °F,91 %,NW,1.0 mph,4.4 mph,29.70 in,0.12 in,0.13 in,0.0,0 w/m²
22:14:00,52.9 °F,50.5 °F,91 %,West,1.7 mph,4.4 mph,29.70 in,0.12 in,0.13 in,0.0,0 w/m²
22:19:00,52.9 °F,50.7 °F,92 %,NNW,0.2 mph,3.2 mph,29.70 in,0.12 in,0.14 in,0.0,0 w/m²
22:24:00,52.9 °F,50.7 °F,92 %,NNW,0.5 mph,3.4 mph,29.70 in,0.09 in,0.14 in,0.0,0 w/m²
22:29:00,52.7 °F,50.5 °F,92 %,NNW,0.1 mph,4.2 mph,29.70 in,0.09 in,0.15 in,0.0,0 w/m²
22:34:00,52.7 °F,50.5 °F,92 %,NW,0.7 mph,4.8 mph,29.70 in,0.05 in,0.15 in,0.0,0 w/m²
22:39:00,52.7 °F,50.5 °F,92 %,NW,0.1 mph,3.3 mph,29.70 in,0.05 in,0.15 in,0.0,0 w/m²
22:44:00,52.7 °F,50.5 °F,92 %,NNW,0.2 mph,1.7 mph,29.70 in,0.00 in,0.15 in,0.0,0 w/m²
22:49:00,52.6 °F,50.5 °F,92 %,NW,0.2 mph,2.2 mph,29.69 in,0.00 in,0.15 in,0.0,0 w/m²
22:54:00,52.5 °F,50.4 °F,92 %,NNW,0.1 mph,1.5 mph,29.70 in,0.00 in,0.15 in,0.0,0 w/m²
22:59:00,52.5 °F,50.4 °F,92 %,NNW,0.0 mph,1.5 mph,29.70 in,0.00 in,0.15 in,0.0,0 w/m²
23:04:00,52.5 °F,50.4 °F,92 %,NW,0.1 mph,2.8 mph,29.69 in,0.00 in,0.15 in,0.0,0 w/m²
23:09:00,52.5 °F,50.4 °F,92 %,NW,0.6 mph,4.4 mph,29.69 in,0.05 in,0.16 in,0.0,0 w/m²
23:14:00,52.5 °F,50.4 °F,92 %,NW,0.3 mph,5.7 mph,29.69 in,0.05 in,0.16 in,0.0,0 w/m²
23:19:00,52.3 °F,50.2 °F,92 %,NNW,0.1 mph,2.6 mph,29.70 in,0.05 in,0.16 in,0.0,0 w/m²
23:24:00,52.3 °F,50.2 °F,92 %,NNW,0.2 mph,2.4 mph,29.70 in,0.00 in,0.16 in,0.0,0 w/m²
23:29:00,52.3 °F,50.2 °F,92 %,NNW,0.2 mph,1.6 mph,29.69 in,0.00 in,0.16 in,0.0,0 w/m²
23:34:00,52.3 °F,50.2 °F,92 %,NNW,0.1 mph,2.2 mph,29.70 in,0.00 in,0.16 in,0.0,0 w/m²
23:39:00,52.2 °F,50.1 °F,92 %,NNW,0.0 mph,0.0 mph,29.69 in,0.00 in,0.16 in,0.0,0 w/m²
23:44:00,52.2 °F,50.2 °F,93 %,NNW,0.0 mph,0.0 mph,29.69 in,0.00 in,0.16 in,0.0,0 w/m²
23:49:00,52.2 °F,50.2 °F,93 %,NNW,0.0 mph,1.0 mph,29.70 in,0.00 in,0.16 in,0.0,0 w/m²
23:54:00,52.2 °F,50.1 °F,93 %,NNW,0.0 mph,0.0 mph,29.70 in,0.00 in,0.16 in,0.0,0 w/m²
23:59:00,52.2 °F,50.2 °F,93 %,NNW,0.1 mph,1.0 mph,29.69 in,0.00 in,0.16 in,0.0,0 w/m²
